s,carat,cut,color,clarity,depth,table,price,x,y,z
48161,0.5,Very Good,F,VVS2,62.7,56.0,1942,5.08,5.03,3.17
48166,0.51,Good,F,VVS2,60.2,62.0,1942,5.16,5.21,3.12
48168,0.53,Ideal,F,VVS2,62.3,56.0,1943,5.2,5.24,3.25
48173,0.54,Premium,I,VVS2,60.9,59.0,1944,5.28,5.26,3.21
48191,0.53,Ideal,G,VVS2,60.4,59.0,1946,5.26,5.3,3.19
48192,0.53,Ideal,G,VVS2,61.0,56.0,1946,5.21,5.25,3.19
48201,0.55,Ideal,G,VVS2,60.5,56.0,1948,5.36,5.37,3.24
48202,0.53,Ideal,G,VVS2,61.4,57.0,1948,5.19,5.26,3.21
48203,0.53,Ideal,G,VVS2,62.2,54.0,1948,5.17,5.22,3.23
48204,0.53,Ideal,G,VVS2,61.7,56.0,1948,5.2,5.23,3.22
48205,0.53,Ideal,G,VVS2,60.4,56.0,1948,5.24,5.29,3.18
48211,0.56,Ideal,G,VVS2,62.0,54.0,1949,5.28,5.32,3.29
48240,0.54,Ideal,G,VVS2,60.8,56.0,1950,5.31,5.28,3.22
48254,0.51,Premium,F,VVS2,62.3,58.0,1953,5.08,5.1,3.17
48261,0.54,Very Good,E,VVS2,63.3,60.0,1955,5.1,5.17,3.25
48262,0.53,Ideal,G,VVS2,60.8,57.0,1955,5.24,5.28,3.2
48289,0.52,Ideal,G,VVS2,61.4,55.3,1957,5.18,5.21,3.19
48290,0.52,Ideal,G,VVS2,61.6,55.0,1957,5.14,5.18,3.19
48296,0.52,Ideal,G,VVS2,61.6,54.0,1958,5.17,5.22,3.2
48339,0.5,Ideal,F,VVS2,62.1,58.0,1960,5.07,5.11,3.16
48350,0.54,Ideal,G,VVS2,62.4,53.4,1962,5.22,5.25,3.26
48388,0.59,Ideal,G,VVS2,62.2,56.0,1966,5.37,5.4,3.35
48403,0.7,Very Good,J,VVS2,63.2,55.0,1968,5.63,5.57,3.54
48407,0.61,Very Good,H,VVS2,60.5,57.0,1970,5.52,5.54,3.35
48408,0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
48433,0.51,Premium,G,VVS2,59.1,59.0,1974,5.21,5.18,3.07
48434,0.51,Ideal,G,VVS2,60.1,56.0,1974,5.22,5.19,3.13
48435,0.51,Premium,G,VVS2,61.7,58.0,1974,5.18,5.13,3.18
48436,0.51,Ideal,G,VVS2,61.2,55.0,1974,5.18,5.15,3.16
48437,0.51,Ideal,G,VVS2,61.1,56.0,1974,5.19,5.15,3.16
48438,0.51,Ideal,G,VVS2,61.9,55.0,1974,5.19,5.15,3.2
48439,0.51,Ideal,G,VVS2,61.5,57.0,1974,5.18,5.13,3.17
48440,0.51,Ideal,G,VVS2,61.3,57.0,1974,5.15,5.12,3.15
48441,0.51,Premium,G,VVS2,61.5,56.0,1974,5.15,5.12,3.16
48442,0.51,Ideal,G,VVS2,61.6,56.0,1974,5.17,5.12,3.17
48443,0.51,Ideal,G,VVS2,62.9,57.0,1974,5.12,5.09,3.21
48444,0.51,Ideal,G,VVS2,62.6,57.0,1974,5.12,5.1,3.2
48445,0.51,Ideal,G,VVS2,61.8,56.0,1974,5.16,5.1,3.17
48446,0.51,Premium,G,VVS2,61.7,58.0,1974,5.14,5.11,3.16
48447,0.51,Very Good,G,VVS2,63.1,58.0,1974,5.11,5.07,3.21
48456,0.58,Premium,G,VVS2,61.4,61.0,1975,5.43,5.38,3.32
48457,0.58,Premium,G,VVS2,61.5,60.0,1975,5.37,5.33,3.29
48459,0.51,Ideal,G,VVS2,62.7,55.0,1976,5.08,5.1,3.19
48460,0.57,Ideal,G,VVS2,60.5,56.0,1976,5.36,5.38,3.25
48462,0.56,Ideal,G,VVS2,61.6,56.0,1976,5.29,5.32,3.27
48463,0.61,Good,H,VVS2,58.7,64.0,1976,5.53,5.5,3.24
48472,0.52,Ideal,F,VVS2,62.1,54.0,1978,5.17,5.2,3.22
48480,0.56,Ideal,G,VVS2,61.2,55.0,1979,5.35,5.37,3.28
48483,0.51,Good,E,VVS2,62.0,60.5,1980,5.05,5.08,3.15
48489,0.5,Fair,D,VVS2,67.6,57.0,1980,4.95,4.84,3.31
48492,0.55,Ideal,G,VVS2,62.0,56.0,1981,5.26,5.28,3.27
48493,0.54,Ideal,G,VVS2,61.9,57.0,1981,5.22,5.25,3.24
48512,0.54,Ideal,H,VVS2,60.9,57.0,1983,5.26,5.22,3.19
48521,0.54,Ideal,G,VVS2,61.4,55.0,1985,5.22,5.3,3.23
48522,0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19
48523,0.54,Ideal,G,VVS2,61.0,56.0,1985,5.25,5.3,3.22
48524,0.54,Ideal,G,VVS2,61.8,56.0,1985,5.23,5.25,3.24
48525,0.54,Ideal,G,VVS2,62.1,56.0,1985,5.19,5.22,3.23
48526,0.54,Ideal,G,VVS2,61.5,54.0,1985,5.24,5.26,3.23
48540,0.5,Premium,F,VVS2,62.7,56.0,1987,5.08,5.03,3.17
48555,0.58,Premium,G,VVS2,59.7,59.0,1990,5.4,5.45,3.24
48566,0.5,Good,G,VVS2,64.4,57.0,1991,4.97,5.05,3.22
48575,0.53,Ideal,G,VVS2,61.7,54.5,1993,5.2,5.26,3.23
48603,0.72,Ideal,J,VVS2,61.6,56.0,1996,5.76,5.73,3.54
48612,0.51,Ideal,F,VVS2,62.2,55.0,1998,5.12,5.11,3.18
48613,0.51,Ideal,F,VVS2,61.9,56.0,1998,5.13,5.15,3.18
48614,0.51,Ideal,F,VVS2,61.7,56.0,1998,5.12,5.15,3.17
48647,0.23,Good,G,VVS2,63.8,56.0,537,3.94,3.9,2.5
48672,0.5,Very Good,F,VVS2,61.9,56.0,2003,5.09,5.12,3.16
48673,0.5,Very Good,E,VVS2,60.9,59.0,2003,5.07,5.11,3.1
48677,0.56,Ideal,G,VVS2,61.4,54.0,2004,5.33,5.35,3.28
48703,0.56,Very Good,G,VVS2,61.4,57.0,2010,5.26,5.32,3.25
48704,0.56,Very Good,G,VVS2,61.6,56.0,2010,5.29,5.31,3.27
48721,0.52,Premium,G,VVS2,61.5,62.0,2012,5.17,5.14,3.17
48722,0.52,Ideal,G,VVS2,60.8,57.0,2012,5.21,5.16,3.15
48723,0.52,Ideal,G,VVS2,61.8,57.0,2012,5.19,5.14,3.19
48724,0.52,Premium,G,VVS2,61.1,59.0,2012,5.2,5.15,3.16
48725,0.52,Ideal,G,VVS2,62.4,55.0,2012,5.19,5.17,3.23
48726,0.52,Ideal,G,VVS2,61.5,56.0,2012,5.2,5.18,3.19
48727,0.52,Ideal,G,VVS2,61.0,56.0,2012,5.24,5.18,3.18
48728,0.52,Ideal,G,VVS2,59.8,57.0,2012,5.26,5.24,3.14
48729,0.52,Ideal,G,VVS2,62.1,56.0,2012,5.17,5.14,3.2
48730,0.52,Ideal,G,VVS2,61.9,55.0,2012,5.16,5.14,3.19
48731,0.52,Ideal,G,VVS2,61.7,56.0,2012,5.16,5.14,3.18
48732,0.52,Premium,G,VVS2,61.2,59.0,2012,5.16,5.14,3.15
48733,0.52,Ideal,G,VVS2,62.1,57.0,2012,5.17,5.13,3.2
48734,0.52,Ideal,G,VVS2,62.3,55.0,2012,5.16,5.12,3.2
48735,0.52,Premium,G,VVS2,61.8,59.0,2012,5.16,5.13,3.18
48738,0.5,Very Good,F,VVS2,61.0,61.0,2013,5.09,5.11,3.11
48750,0.55,Ideal,G,VVS2,60.5,58.0,2016,5.3,5.34,3.22
48753,0.5,Ideal,F,VVS2,59.9,58.0,2016,5.14,5.17,3.09
48760,0.5,Premium,F,VVS2,60.9,58.0,2016,5.13,5.09,3.11
48761,0.5,Ideal,F,VVS2,62.0,56.0,2016,5.08,5.05,3.14
48782,0.58,Very Good,G,VVS2,59.1,59.6,2021,5.39,5.42,3.19
48789,0.55,Ideal,G,VVS2,61.9,56.0,2022,5.23,5.27,3.25
48790,0.55,Ideal,G,VVS2,62.0,57.0,2022,5.22,5.26,3.25
48791,0.55,Ideal,G,VVS2,62.5,56.0,2022,5.22,5.25,3.27
48800,0.59,Ideal,G,VVS2,61.0,57.0,2024,5.41,5.44,3.31
48804,0.51,Ideal,F,VVS2,61.4,56.0,2025,5.16,5.17,3.17
48805,0.5,Ideal,F,VVS2,62.2,54.0,2025,5.07,5.12,3.17
48806,0.5,Ideal,F,VVS2,62.0,53.6,2025,5.09,5.13,3.18
48823,0.55,Ideal,G,VVS2,61.4,56.0,2028,5.27,5.28,3.24
48833,0.53,Ideal,F,VVS2,62.7,56.0,2030,5.16,6.2,3.25
48868,0.52,Very Good,F,VVS2,62.9,57.0,2035,5.11,5.13,3.22
48872,0.51,Premium,G,VVS2,60.9,61.0,2035,5.17,5.11,3.13
48891,0.57,Ideal,G,VVS2,61.9,56.0,2039,5.29,5.3,3.28
48896,0.56,Very Good,E,VVS2,62.1,58.0,2040,5.27,5.33,3.3
48901,0.59,Premium,G,VVS2,62.8,54.0,2040,5.41,5.34,3.38
48903,0.51,Very Good,F,VVS2,62.0,55.0,2041,5.11,5.14,3.17
48904,0.51,Very Good,F,VVS2,62.0,56.0,2041,5.1,5.15,3.17
48905,0.5,Very Good,F,VVS2,61.9,59.0,2041,5.07,5.11,3.15
48906,0.51,Very Good,F,VVS2,60.8,56.0,2041,5.17,5.2,3.15
48932,0.53,Very Good,E,VVS2,63.1,60.0,2043,5.12,5.08,3.22
48939,0.53,Ideal,F,VVS2,62.3,56.0,2045,5.24,5.2,3.25
48983,0.24,Very Good,F,VVS2,61.4,57.0,538,4.03,4.06,2.48
48984,0.24,Very Good,F,VVS2,61.9,56.0,538,4.0,4.02,2.48
48986,0.23,Ideal,F,VVS2,61.4,57.0,538,3.96,3.99,2.44
49005,0.51,Very Good,F,VVS2,62.7,56.0,2051,5.11,5.13,3.21
49006,0.53,Ideal,G,VVS2,60.4,56.0,2051,5.29,5.24,3.18
49007,0.53,Ideal,G,VVS2,61.7,56.0,2051,5.23,5.2,3.22
49008,0.53,Ideal,G,VVS2,61.4,57.0,2051,5.26,5.19,3.21
49009,0.53,Ideal,G,VVS2,62.2,54.0,2051,5.22,5.17,3.23
49013,0.62,Ideal,H,VVS2,62.0,56.0,2052,5.46,5.48,3.39
49014,0.5,Very Good,F,VVS2,61.8,56.0,2052,5.11,5.15,3.17
49015,0.5,Ideal,F,VVS2,62.0,55.0,2052,5.1,5.12,3.17
49016,0.5,Premium,F,VVS2,61.9,58.0,2052,5.07,5.1,3.15
49017,0.5,Very Good,F,VVS2,63.0,57.0,2052,5.01,5.05,3.17
49018,0.5,Ideal,F,VVS2,61.6,56.0,2052,5.08,5.11,3.14
49019,0.5,Ideal,F,VVS2,62.2,54.0,2052,5.09,5.11,3.17
49020,0.5,Premium,F,VVS2,62.3,58.0,2052,5.06,5.11,3.17
49022,0.5,Good,F,VVS2,58.5,62.0,2052,5.23,5.27,3.07
49030,0.51,Very Good,F,VVS2,60.8,56.0,2054,5.18,5.21,3.16
49032,0.51,Ideal,F,VVS2,60.4,56.0,2054,5.18,5.22,3.14
49043,0.51,Very Good,E,VVS2,62.1,55.0,2056,5.14,5.16,3.2
49050,0.51,Premium,F,VVS2,62.3,58.0,2056,5.1,5.08,3.17
49066,0.56,Ideal,G,VVS2,60.7,56.0,2058,5.32,5.33,3.23
49071,0.57,Premium,G,VVS2,60.2,60.0,2059,5.44,5.36,3.25
49075,0.64,Very Good,H,VVS2,60.0,59.0,2060,5.59,5.65,3.37
49077,0.54,Ideal,G,VVS2,61.5,57.0,2060,5.21,5.26,3.22
49080,0.51,Premium,E,VVS2,61.0,61.0,2060,5.17,5.13,3.14
49090,0.51,Very Good,E,VVS2,60.0,58.0,2062,5.19,5.21,3.12
49101,0.52,Very Good,F,VVS2,62.1,58.0,2064,5.12,5.16,3.19
49102,0.52,Very Good,F,VVS2,58.9,60.0,2064,5.23,5.3,3.1
49103,0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
49104,0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
49105,0.55,Ideal,G,VVS2,62.0,53.8,2064,5.25,5.28,3.27
49107,0.52,Ideal,F,VVS2,62.5,57.0,2064,5.15,5.19,3.23
49113,0.5,Good,D,VVS2,57.8,62.0,2065,5.23,5.28,3.04
49119,0.56,Ideal,G,VVS2,61.6,55.0,2066,5.32,5.35,3.28
49155,0.59,Ideal,G,VVS2,62.2,56.0,2070,5.4,5.37,3.35
49182,0.72,Premium,I,VVS2,62.0,56.0,2074,5.75,5.73,3.56
49198,0.58,Very Good,G,VVS2,62.0,57.0,2078,5.33,5.34,3.31
49200,0.52,Very Good,F,VVS2,61.5,57.0,2079,5.18,5.22,3.19
49208,0.52,Fair,E,VVS2,57.2,64.0,2079,5.27,5.36,3.04
49223,0.56,Ideal,G,VVS2,61.6,56.0,2081,5.32,5.29,3.27
49227,0.51,Ideal,F,VVS2,62.2,57.0,2082,5.12,5.14,3.19
49228,0.5,Very Good,E,VVS2,61.7,61.0,2083,5.09,5.12,3.15
49231,0.51,Ideal,F,VVS2,62.2,57.0,2083,5.12,5.17,3.2
49256,0.51,Premium,D,VVS2,61.6,59.0,2087,5.12,5.08,3.14
49265,0.62,Fair,F,VVS2,57.1,60.0,2088,5.65,5.7,3.24
49273,0.54,Ideal,G,VVS2,61.5,54.0,2090,5.26,5.24,3.23
49274,0.54,Ideal,G,VVS2,61.0,56.0,2090,5.3,5.25,3.22
49275,0.54,Ideal,G,VVS2,60.6,56.0,2090,5.27,5.26,3.19
49276,0.54,Ideal,G,VVS2,62.1,56.0,2090,5.22,5.19,3.23
49277,0.54,Ideal,G,VVS2,61.4,55.0,2090,5.3,5.22,3.23
49278,0.54,Ideal,G,VVS2,61.8,56.0,2090,5.25,5.23,3.24
49279,0.54,Premium,G,VVS2,60.5,55.0,2090,5.28,5.24,3.18
49285,0.52,Ideal,F,VVS2,61.5,55.0,2092,5.17,5.21,3.19
49290,0.51,Ideal,F,VVS2,62.6,57.0,2093,5.1,5.13,3.2
49303,0.32,Ideal,I,VVS2,61.7,56.0,540,4.4,4.42,2.72
49304,0.24,Ideal,F,VVS2,61.4,59.0,540,4.0,4.05,2.47
49305,0.24,Ideal,F,VVS2,61.5,56.0,540,3.99,4.01,2.46
49315,0.3,Good,G,VVS2,57.9,61.0,540,4.4,4.42,2.56
49321,0.51,Ideal,F,VVS2,61.2,56.0,2093,5.17,5.19,3.17
49322,0.51,Premium,F,VVS2,60.5,59.0,2093,5.15,5.17,3.12
49324,0.51,Ideal,F,VVS2,62.2,56.0,2093,5.08,5.12,3.17
49325,0.51,Ideal,F,VVS2,62.4,57.0,2093,5.08,5.12,3.18
49327,0.51,Ideal,F,VVS2,61.2,56.0,2093,5.17,5.19,3.17
49336,0.57,Ideal,G,VVS2,60.7,55.0,2095,5.34,5.36,3.25
49337,0.57,Ideal,G,VVS2,61.7,56.0,2095,5.3,5.33,3.28
49338,0.57,Ideal,G,VVS2,61.7,54.0,2095,5.32,5.41,3.31
49341,0.58,Premium,G,VVS2,59.7,59.0,2095,5.45,5.4,3.24
49358,0.51,Ideal,F,VVS2,61.8,56.0,2098,5.13,5.16,3.18
49359,0.51,Ideal,F,VVS2,61.7,56.0,2098,5.14,5.16,3.18
49360,0.51,Ideal,F,VVS2,61.9,56.0,2098,5.09,5.14,3.16
49370,0.56,Very Good,E,VVS2,62.6,57.0,2100,5.25,5.23,3.28
49372,0.5,Ideal,D,VVS2,60.4,54.0,2100,5.17,5.23,3.14
49382,0.55,Very Good,F,VVS2,63.1,56.0,2102,5.19,5.23,3.29
49384,0.48,Ideal,E,VVS2,60.7,56.0,2102,5.04,5.08,3.07
49399,0.5,Very Good,E,VVS2,62.6,59.0,2105,5.02,5.05,3.15
49400,0.5,Very Good,E,VVS2,61.5,59.0,2105,5.08,5.1,3.13
49401,0.5,Very Good,E,VVS2,62.0,55.0,2105,5.08,5.11,3.16
49402,0.6,Premium,G,VVS2,59.7,60.0,2105,5.55,5.5,3.3
49406,0.5,Very Good,E,VVS2,59.1,61.0,2106,5.19,5.23,3.08
49409,0.74,Ideal,J,VVS2,61.7,55.0,2106,5.83,5.87,3.61
49413,0.7,Very Good,I,VVS2,58.6,60.0,2106,5.79,5.91,3.43
49437,0.54,Ideal,F,VVS2,61.0,57.0,2109,5.26,5.3,3.22
49469,0.47,Ideal,E,VVS2,61.6,56.0,2113,4.97,5.01,3.07
49476,0.5,Very Good,D,VVS2,61.7,59.0,2115,5.02,5.09,3.12
49478,0.54,Very Good,F,VVS2,63.2,54.0,2115,5.2,5.18,3.28
49482,0.52,Ideal,E,VVS2,62.3,57.0,2116,5.12,5.15,3.2
49497,0.7,Fair,I,VVS2,64.7,55.0,2117,5.62,5.51,3.6
49498,0.56,Ideal,H,VVS2,61.8,56.0,2118,5.28,5.33,3.28
49499,0.56,Ideal,F,VVS2,61.0,56.0,2119,5.33,5.35,3.26
49535,0.59,Ideal,G,VVS2,62.7,56.0,2125,5.33,5.36,3.35
49536,0.59,Ideal,G,VVS2,62.6,57.0,2125,5.33,5.37,3.35
49551,0.55,Ideal,G,VVS2,62.5,56.0,2129,5.25,5.22,3.27
49552,0.55,Ideal,G,VVS2,62.0,57.0,2129,5.26,5.22,3.25
49553,0.55,Ideal,G,VVS2,61.9,56.0,2129,5.27,5.23,3.25
49559,0.6,Very Good,G,VVS2,62.2,56.0,2130,5.39,5.42,3.36
49564,0.53,Ideal,F,VVS2,61.6,55.0,2131,5.21,5.24,3.22
49568,0.62,Good,F,VVS2,59.9,62.0,2131,5.51,5.53,3.3
49571,0.72,Fair,I,VVS2,65.7,57.0,2131,5.56,5.64,3.68
49574,0.59,Ideal,G,VVS2,61.0,57.0,2131,5.44,5.41,3.31
49575,0.5,Very Good,E,VVS2,61.5,60.0,2132,5.04,5.08,3.11
49577,0.58,Ideal,G,VVS2,61.9,57.0,2132,5.33,5.36,3.31
49579,0.58,Ideal,G,VVS2,61.8,56.0,2133,5.35,5.36,3.31
49587,0.58,Ideal,G,VVS2,61.6,56.0,2135,5.37,5.4,3.31
49594,0.72,Ideal,J,VVS2,60.9,58.0,2136,5.74,5.78,3.51
49597,0.71,Very Good,I,VVS2,61.9,58.0,2137,5.72,5.75,3.55
49601,0.52,Ideal,F,VVS2,60.6,56.0,2137,5.22,5.24,3.17
49610,0.51,Ideal,F,VVS2,60.3,56.0,2138,5.2,5.23,3.15
49677,0.6,Ideal,F,VVS2,63.0,55.0,2143,5.39,5.37,3.39
49682,0.72,Very Good,J,VVS2,63.0,59.0,2144,5.7,5.72,3.6
49688,0.71,Ideal,I,VVS2,61.6,56.0,2145,5.72,5.8,3.56
49691,0.51,Ideal,D,VVS2,62.0,55.0,2145,5.13,5.16,3.19
49694,0.51,Very Good,E,VVS2,62.8,57.0,2146,5.06,5.1,3.19
49697,0.55,Very Good,F,VVS2,62.4,59.0,2147,5.2,5.22,3.25
49710,0.57,Ideal,G,VVS2,61.9,56.0,2147,5.3,5.29,3.28
49715,0.56,Ideal,G,VVS2,62.6,53.0,2148,5.27,5.31,3.31
49720,0.72,Ideal,J,VVS2,61.5,57.0,2150,5.74,5.77,3.54
49728,0.5,Very Good,F,VVS2,62.8,55.0,2153,5.0,5.13,3.18
49738,0.59,Very Good,G,VVS2,62.5,57.0,2155,5.32,5.36,3.34
49741,0.59,Ideal,G,VVS2,62.3,56.0,2155,5.34,5.39,3.34
49755,0.53,Ideal,F,VVS2,62.2,56.0,2158,5.18,5.2,3.23
49764,0.53,Ideal,F,VVS2,61.9,56.0,2160,5.18,5.22,3.22
49765,0.53,Ideal,F,VVS2,60.8,56.0,2160,5.22,5.24,3.18
49766,0.53,Ideal,F,VVS2,61.3,57.0,2160,5.2,5.24,3.2
49767,0.5,Premium,F,VVS2,63.0,57.0,2160,5.05,5.01,3.17
49768,0.5,Premium,F,VVS2,62.3,58.0,2160,5.11,5.06,3.17
49769,0.5,Premium,F,VVS2,61.9,58.0,2160,5.1,5.07,3.15
49770,0.5,Ideal,F,VVS2,61.6,56.0,2160,5.11,5.08,3.14
49771,0.5,Ideal,F,VVS2,62.2,54.0,2160,5.11,5.09,3.17
49772,0.5,Ideal,F,VVS2,62.0,55.0,2160,5.12,5.1,3.17
49773,0.5,Premium,F,VVS2,61.8,56.0,2160,5.15,5.11,3.17
49788,0.71,Ideal,J,VVS2,60.5,58.0,2162,5.77,5.8,3.5
49810,0.5,Ideal,E,VVS2,61.1,57.0,2165,5.13,5.15,3.14
49818,0.76,Ideal,J,VVS2,62.0,57.0,2167,5.86,5.81,3.62
49827,0.56,Ideal,G,VVS2,60.7,56.0,2167,5.33,5.32,3.23
49833,0.6,Fair,G,VVS2,57.9,67.0,2167,5.66,5.47,3.23
49834,0.5,Very Good,E,VVS2,59.3,56.0,2168,5.25,5.3,3.13
49837,0.52,Ideal,F,VVS2,61.6,57.0,2168,5.16,5.2,3.19
49838,0.52,Ideal,F,VVS2,62.0,55.0,2168,5.16,5.2,3.21
49839,0.54,Ideal,F,VVS2,61.9,56.0,2168,5.2,5.23,3.23
49841,0.59,Ideal,G,VVS2,62.2,56.0,2169,5.35,5.39,3.34
49856,0.67,Premium,H,VVS2,60.6,61.0,2171,5.65,5.61,3.41
49866,0.51,Good,D,VVS2,63.1,58.0,2174,5.07,5.1,3.21
49870,0.53,Very Good,F,VVS2,61.4,57.0,2175,5.2,5.22,3.2
49871,0.53,Ideal,F,VVS2,62.2,54.0,2175,5.19,5.22,3.24
49872,0.53,Ideal,F,VVS2,62.1,56.0,2175,5.15,5.22,3.22
49887,0.53,Ideal,F,VVS2,62.0,57.0,2177,5.17,5.2,3.21
49899,0.65,Very Good,G,VVS2,61.3,59.0,2178,5.51,5.61,3.41
49909,0.54,Ideal,F,VVS2,62.1,54.0,2180,5.24,5.26,3.26
49915,0.5,Good,E,VVS2,58.9,61.0,2183,5.18,5.2,3.06
49934,0.51,Premium,E,VVS2,62.1,57.0,2185,5.18,5.15,3.21
49941,0.63,Very Good,G,VVS2,63.3,59.2,2188,5.42,5.44,3.44
49948,0.58,Very Good,F,VVS2,62.6,56.0,2189,5.37,5.27,3.33
49972,0.29,Very Good,H,VVS2,61.2,56.0,541,4.26,4.29,2.61
49973,0.29,Very Good,H,VVS2,61.7,55.0,541,4.27,4.3,2.64
49974,0.29,Very Good,G,VVS2,62.2,55.0,541,4.24,4.27,2.64
49975,0.29,Very Good,G,VVS2,60.9,57.0,541,4.28,4.32,2.61
49976,0.29,Very Good,G,VVS2,61.9,56.0,541,4.27,4.3,2.65
49977,0.29,Very Good,G,VVS2,61.6,56.0,541,4.24,4.28,2.63
49978,0.29,Very Good,G,VVS2,60.2,59.0,541,4.27,4.3,2.58
49984,0.6,Ideal,G,VVS2,61.2,56.0,2190,5.43,5.45,3.33
50010,0.51,Good,F,VVS2,62.4,63.0,2195,5.05,5.08,3.16
50024,0.51,Ideal,G,VVS2,61.8,56.0,2197,5.11,5.15,3.16
50025,0.51,Ideal,G,VVS2,61.6,55.0,2197,5.13,5.16,3.17
50029,0.51,Ideal,F,VVS2,61.7,56.0,2197,5.11,5.13,3.16
50032,0.54,Very Good,F,VVS2,60.2,59.0,2198,5.27,5.3,3.18
50043,0.49,Ideal,E,VVS2,61.9,56.0,2199,5.05,5.1,3.14
50053,0.58,Very Good,F,VVS2,60.0,57.0,2201,5.44,5.42,3.26
50065,0.56,Ideal,F,VVS2,61.2,57.0,2202,5.31,5.35,3.26
50074,0.51,Premium,F,VVS2,60.5,59.0,2203,5.17,5.15,3.12
50075,0.51,Ideal,F,VVS2,62.2,56.0,2203,5.12,5.08,3.17
50077,0.51,Ideal,F,VVS2,62.6,57.0,2203,5.13,5.1,3.2
50078,0.51,Ideal,F,VVS2,62.4,57.0,2203,5.12,5.08,3.18
50079,0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
50080,0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
50090,0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
50092,0.57,Ideal,G,VVS2,60.7,55.0,2206,5.36,5.34,3.25
50093,0.57,Ideal,G,VVS2,61.7,56.0,2206,5.33,5.3,3.28
50094,0.57,Ideal,G,VVS2,61.7,54.0,2206,5.41,5.32,3.31
50114,0.51,Ideal,E,VVS2,61.7,57.0,2209,5.11,5.14,3.16
50118,0.65,Ideal,H,VVS2,61.6,58.0,2210,5.56,5.6,3.44
50119,0.5,Ideal,F,VVS2,60.5,56.0,2210,5.15,5.09,3.1
50120,0.5,Ideal,F,VVS2,61.3,59.0,2210,5.05,5.1,3.11
50124,0.5,Ideal,D,VVS2,60.4,54.0,2211,5.23,5.17,3.14
50125,0.66,Very Good,G,VVS2,60.5,59.0,2211,5.67,5.72,3.44
50126,0.51,Very Good,E,VVS2,61.4,59.0,2211,5.1,5.16,3.15
50128,0.51,Ideal,E,VVS2,62.8,56.0,2211,5.13,5.15,3.23
50139,0.59,Very Good,E,VVS2,59.8,57.0,2214,5.48,5.53,3.29
50156,0.54,Ideal,F,VVS2,61.2,55.0,2216,5.25,5.27,3.22
50158,0.52,Ideal,F,VVS2,61.8,56.0,2216,5.2,5.17,3.2
50159,0.52,Ideal,D,VVS2,59.9,57.0,2217,5.21,5.28,3.14
50167,0.54,Ideal,F,VVS2,61.4,56.0,2218,5.27,5.29,3.24
50174,0.51,Very Good,D,VVS2,62.4,58.0,2220,5.1,5.13,3.19
50176,0.52,Ideal,E,VVS2,60.9,56.0,2220,5.21,5.24,3.18
50198,0.71,Very Good,J,VVS2,61.1,58.0,2226,5.7,5.75,3.5
50200,0.71,Ideal,J,VVS2,60.3,61.0,2226,5.76,5.79,3.48
50223,0.52,Ideal,E,VVS2,62.0,54.0,2230,5.16,5.19,3.21
50224,0.53,Ideal,E,VVS2,62.0,58.0,2230,5.16,5.2,3.21
50227,0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23
50228,0.54,Ideal,F,VVS2,61.6,56.0,2231,5.23,5.26,3.23
50254,0.73,Premium,I,VVS2,59.3,59.0,2234,5.91,5.87,3.49
50259,0.56,Very Good,F,VVS2,59.5,61.0,2236,5.36,5.33,3.18
50260,0.5,Ideal,E,VVS2,61.5,57.0,2236,5.09,5.12,3.14
50268,0.52,Ideal,G,VVS2,61.7,55.0,2238,5.15,5.2,3.19
50269,0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
50272,0.58,Premium,F,VVS2,62.6,56.0,2238,5.37,5.27,3.33
50290,0.3,Ideal,H,VVS2,61.9,56.0,542,4.28,4.31,2.65
50297,0.27,Very Good,F,VVS2,62.5,59.0,544,4.11,4.15,2.58
50298,0.27,Very Good,E,VVS2,60.5,60.0,544,4.19,4.2,2.54
50299,0.28,Very Good,E,VVS2,62.0,56.0,544,4.22,4.3,2.63
50334,0.61,Ideal,G,VVS2,61.6,54.0,2242,5.45,5.49,3.37
50335,0.55,Ideal,F,VVS2,62.4,55.0,2242,5.24,5.28,3.28
50347,0.58,Ideal,G,VVS2,61.9,57.0,2245,5.36,5.33,3.31
50351,0.52,Premium,H,VVS2,61.1,59.0,2246,5.21,5.17,3.17
50374,0.53,Ideal,G,VVS2,61.4,57.0,2250,5.17,5.2,3.18
50376,0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
50395,0.52,Very Good,E,VVS2,61.2,58.0,2254,5.17,5.19,3.17
50420,0.53,Ideal,F,VVS2,61.0,56.0,2259,5.26,5.24,3.2
50421,0.55,Ideal,F,VVS2,60.7,56.0,2259,5.31,5.34,3.23
50425,0.5,Very Good,G,VVS2,60.0,56.0,2260,5.18,5.21,3.12
